,Time [s],Current [A],Power [W],Voltage [V],Capacity [Ah],Energy [Wh]
0,0.0,0.194,0.7933461029975567,4.089922582512301,0.0,0.0
1,0.1,0.194,0.7933448093001186,4.089049347958327,5.388888888888889e-06,2.2037355813892187e-05
2,0.2,0.194,0.7933435206196564,4.089791091468804,1.0777777777777778e-05,4.407467583110487e-05
3,0.30000000000000004,0.194,0.79334225339857,4.089275427224596,1.616666666666667e-05,6.611196064773182e-05
4,0.4,0.194,0.7933423471446672,4.0887929252193835,2.1555555555555555e-05,8.814924806841702e-05
5,0.5,0.117,0.47879329966772466,4.091808896140536,2.4805555555555556e-05,0.00010144906194807603
6,0.6000000000000001,0.117,0.47879321717387585,4.092533204269369,2.805555555555556e-05,0.00011474887353623927
7,0.7000000000000001,0.117,0.4787927760984885,4.091150085547336,3.1305555555555565e-05,0.00012804867287230837
8,0.8,0.117,0.478792337395491,4.092725836233719,3.455555555555556e-05,0.00014134846002218312
9,0.9,0.117,0.47879274454732906,4.088975652664315,3.780555555555556e-05,0.00015464825848183117
10,1.0,-0.012,-0.049164709577548114,4.098657036752065,3.747222222222223e-05,0.00015328257210467706
11,1.1,-0.012,-0.049164744312960584,4.097628142614319,3.7138888888888896e-05,0.00015191688476265036
12,1.2000000000000002,-0.012,-0.04916475437048845,4.096698509056116,3.6805555555555556e-05,0.0001505511971412479
13,1.3,-0.012,-0.049164764171711395,4.096862495355349,3.6472222222222224e-05,0.00014918550924758928
14,1.4000000000000001,-0.011999999999999884,-0.04916476633773162,4.098702654685958,3.613888888888889e-05,0.0001478198212937634
15,1.5,0.04,0.16380480695954552,4.094685706328279,3.7250000000000004e-05,0.00015236995482041744
16,1.6,0.04,0.1638047026696936,4.096265851930342,3.836111111111112e-05,0.00015692008545013116
17,1.7000000000000002,0.04,0.16380465904717936,4.096097365982623,3.947222222222223e-05,0.00016147021486810837
18,1.8,0.04,0.16380461573805546,4.093023045254033,4.058333333333334e-05,0.00016602034308305436
19,1.9000000000000001,0.04,0.16380457276192623,4.094889481443427,4.1694444444444454e-05,0.000170570470104219
20,2.0,0.04,0.16380452978579704,4.093505497270953,4.280555555555557e-05,0.00017512059593160223
21,2.1,0.04,0.16380448701469916,4.094406126852659,4.391666666666668e-05,0.00017967072057089944
22,2.2,0.04,0.1638044443616282,4.095990099567912,4.502777777777779e-05,0.00018422084402538912
23,2.3000000000000003,0.04,0.16380440198289173,4.09517539161966,4.6138888888888904e-05,0.00018877096630269167
24,2.4000000000000004,0.04000000000000034,0.1638041148453498,4.096018029914655,4.7250000000000024e-05,0.0001933210806039514
25,2.5,0.117,0.4787910590599617,4.092772718785409,5.0500000000000015e-05,0.0002066208322445058
26,2.6,0.117,0.47879025403205216,4.091297233575464,5.375000000000002e-05,0.00021992056152317393
27,2.7,0.117,0.4787898234133937,4.091850081002282,5.7000000000000023e-05,0.00023322027884021269
28,2.8000000000000003,0.117,0.4787893953640295,4.093222409660744,6.025000000000003e-05,0.00024651998426699126
29,2.9000000000000004,0.11699999999999966,0.4787891609641972,4.092602536890651,6.350000000000003e-05,0.00025981968318266344
30,3.0,0.04,0.16380347480436008,4.094726998270915,6.461111111111112e-05,0.00026436977970500675
31,3.1,0.04,0.163803538538316,4.095435808586484,6.572222222222224e-05,0.0002689198779977378
32,3.2,0.04,0.16380350282875647,4.095336984078833,6.683333333333335e-05,0.0002734699752985366
33,3.3000000000000003,0.04,0.1638034669974941,4.096091225220388,6.794444444444446e-05,0.00027802007160402254
34,3.4000000000000004,0.04000000000000046,0.16380334942331617,4.095630605546228,6.905555555555559e-05,0.0002825701646435591
35,3.5,0.143,0.5850466064639639,4.09015430345994,7.30277777777778e-05,0.000298821459267558
36,3.6,0.143,0.5850458646681802,4.09194154731377,7.700000000000003e-05,0.00031507273328611863
37,3.7,0.143,0.585045232881404,4.091503329683844,8.097222222222227e-05,0.00033132398975504654
38,3.8000000000000003,0.143,0.5850446057424201,4.092201891082071,8.49444444444445e-05,0.0003475752288034471
39,3.9000000000000004,0.14299999999999977,0.585044408453846,4.090964787750962,8.891666666666671e-05,0.0003638264623716095
40,4.0,0.091,0.372476638041513,4.094591775966321,9.144444444444448e-05,0.0003741730356505404
41,4.1000000000000005,0.091,0.3724768664873644,4.094083901904127,9.397222222222226e-05,0.00038451961527518946
42,4.2,0.091,0.3724766400125389,4.094015818159844,9.650000000000003e-05,0.00039486618860887104
43,4.3,0.091,0.37247641410390475,4.095697871051291,9.902777777777778e-05,0.00040521275566731286
44,4.4,0.091,0.3724764542061583,4.091767081881593,0.00010155555555555558,0.0004155593238397062
45,4.5,0.04,0.16380198457457915,4.094846877093618,0.00010266666666666669,0.0004201093789667778
46,4.6000000000000005,0.04,0.1638019694110608,4.09433867037169,0.0001037777777777778,0.00042465943367264063
47,4.7,0.04,0.16380194265367215,4.096686913008574,0.00010488888888888892,0.0004292094876352426
48,4.800000000000001,0.04,0.1638019156785905,4.094883549755435,0.00010600000000000003,0.0004337595408485369
49,4.9,0.04,0.1638019669759236,4.096162710026396,0.00010711111111111114,0.0004383095954867569
50,5.0,0.014,0.05734424031128338,4.0953904740627,0.00010750000000000004,0.00043990249105095927
51,5.1000000000000005,0.014,0.05734427483859139,4.096232719301775,0.00010788888888888892,0.0004414953875742534
52,5.2,0.014,0.0573442779176845,4.0958682946656655,0.00010827777777777782,0.000443088284183078
53,5.300000000000001,0.014,0.057344280886928764,4.096513474387801,0.00010866666666666671,0.00044468118087438155
